x,y,cell_type
-0.21227,18.51516,B cells
2.74586,19.68796,B cells
0.01311,17.28728,B cells
0.84949,18.54412,B cells
1.56444,19.88175,B cells
-0.96683,17.26825,B cells
1.18097,21.14781,B cells
2.53653,21.39951,B cells
0.76033,18.91641,B cells
-1.38951,17.82877,B cells
3.03117,18.02812,B cells
3.3254,20.93501,B cells
-1.26012,17.92184,B cells
1.09598,21.07492,B cells
2.89704,18.68486,B cells
2.57141,18.76446,B cells
2.93461,18.97435,B cells
-0.57273,17.57038,B cells
2.12629,18.22085,B cells
0.94358,18.35008,B cells
1.62846,20.41073,B cells
2.46231,18.75326,B cells
1.29266,20.94914,B cells
2.76245,20.0888,B cells
2.46449,18.23304,B cells
0.52609,20.54692,B cells
2.80431,20.8085,B cells
2.35569,18.82516,B cells
1.12435,18.35197,B cells
1.16211,18.41656,B cells
3.04878,19.27669,B cells
3.49522,19.71783,B cells
2.49816,18.9484,B cells
1.59908,19.66333,B cells
1.68224,19.61822,B cells
2.46807,17.99218,B cells
0.45699,20.41235,B cells
1.0791,18.79893,B cells
0.86746,19.40828,B cells
1.67854,19.99844,B cells
0.83634,18.60597,B cells
1.57142,19.54368,B cells
2.84352,19.36224,B cells
-1.33959,18.25949,B cells
1.50054,19.45934,B cells
2.30626,18.14917,B cells
1.61294,18.63001,B cells
-0.43825,19.01534,B cells
1.92297,18.18319,B cells
2.90213,18.97108,B cells
0.32426,19.20613,B cells
2.30292,19.85023,B cells
2.18576,18.38208,B cells
3.48478,19.26026,B cells
2.7644,18.65605,B cells
1.01243,18.6439,B cells
-0.10596,18.8231,B cells
1.83041,21.33257,B cells
-0.20507,17.90696,B cells
2.1411,19.92985,B cells
1.43043,19.63191,B cells
2.04124,18.07438,B cells
3.10315,18.50608,B cells
2.27186,19.91739,B cells
3.40743,18.94466,B cells
2.27004,19.90251,B cells
1.38147,18.83314,B cells
0.99171,20.36706,B cells
2.0315,19.89051,B cells
2.58861,21.05898,B cells
2.17383,18.3588,B cells
0.37798,20.22743,B cells
3.34191,19.15261,B cells
1.0876,20.2581,B cells
3.07216,20.45065,B cells
-0.13704,18.86771,B cells
1.01557,20.58791,B cells
1.36936,18.91303,B cells
0.78725,18.08758,B cells
0.4948,18.93129,B cells
0.41687,18.42278,B cells
0.85353,18.13716,B cells
2.27705,18.78423,B cells
1.35628,18.70147,B cells
1.33776,18.1844,B cells
2.16388,18.46837,B cells
2.75066,20.51324,B cells
3.40344,19.31596,B cells
1.15916,21.14774,B cells
2.83167,19.35338,B cells
2.90486,19.4776,B cells
2.75926,19.45876,B cells
0.21573,17.26138,B cells
2.98623,18.69858,B cells
0.82656,17.75815,B cells
2.44627,18.35895,B cells
0.0905,17.49346,B cells
1.76947,18.83481,B cells
3.23081,18.51509,B cells
2.16732,18.23826,B cells
1.69305,18.03811,B cells
2.64539,21.2055,B cells
0.39931,20.25984,B cells
2.28759,18.35813,B cells
3.0052,20.63751,B cells
1.32943,17.97091,B cells
1.48666,20.93216,B cells
1.26606,18.95093,B cells
0.5529,19.9216,B cells
2.21655,17.99952,B cells
0.78302,19.16353,B cells
1.22951,18.92769,B cells
2.72001,19.38223,B cells
2.63125,20.26361,B cells
1.89175,18.48024,B cells
1.98492,19.58574,B cells
2.27022,21.37186,B cells
2.33706,21.49103,B cells
2.65963,18.74914,B cells
1.33718,18.29282,B cells
1.6845,20.17637,B cells
0.77984,17.76567,B cells
1.44684,19.00112,B cells
1.85234,18.99109,B cells
0.7557,18.56838,B cells
2.92773,20.41585,B cells
1.52933,21.3514,B cells
1.74139,20.00721,B cells
1.77669,19.53771,B cells
2.31528,18.88469,B cells
3.13323,18.21982,B cells
0.82726,20.20151,B cells
1.7931,18.68207,B cells
1.81195,20.22073,B cells
1.65528,18.22636,B cells
0.20922,18.69308,B cells
1.45796,19.3679,B cells
0.5184,19.18351,B cells
3.25094,18.61952,B cells
1.0947,18.58475,B cells
1.78696,20.33997,B cells
2.89492,18.07348,B cells
2.82017,20.27262,B cells
1.96355,20.89254,B cells
2.80266,18.44308,B cells
1.00102,20.52691,B cells
1.23031,18.04928,B cells
3.16651,19.02121,B cells
0.87538,17.77427,B cells
1.82067,18.71975,B cells
0.04578,18.352,B cells
1.75246,19.41679,B cells
2.53023,19.1614,B cells
0.04014,18.77481,B cells
0.48209,18.62599,B cells
0.96307,17.74502,B cells
0.94924,20.79217,B cells
2.34533,20.60175,B cells
2.43138,19.34694,B cells
1.07423,18.67818,B cells
1.7776,19.47169,B cells
1.44441,18.21234,B cells
2.31373,19.01455,B cells
2.16223,18.85808,B cells
0.68845,18.79917,B cells
2.14702,20.35031,B cells
2.63066,18.66054,B cells
3.18301,18.35371,B cells
0.97182,18.4897,B cells
2.28172,19.36105,B cells
2.57883,18.67406,B cells
2.94015,20.10497,B cells
2.78702,18.61257,B cells
-0.63418,18.18966,B cells
-0.26062,18.26234,B cells
1.84143,18.61614,B cells
2.84833,19.53514,B cells
2.37564,18.03832,B cells
1.22554,19.37992,B cells
3.13305,20.44445,B cells
1.61193,18.05202,B cells
1.86613,18.57217,B cells
2.39937,19.45996,B cells
2.28298,20.24678,B cells
3.65921,19.2472,B cells
2.03418,20.673,B cells
2.22254,18.40972,B cells
0.4287,18.69419,B cells
-0.23191,18.19255,B cells
3.4122,19.23059,B cells
0.45209,18.04263,B cells
1.45571,19.02715,B cells
1.12663,19.53267,B cells
3.3864,18.60776,B cells
1.23388,18.10719,B cells
2.41988,21.22025,B cells
2.2907,18.10971,B cells
0.52873,18.5722,B cells
3.51039,20.88204,B cells
3.78547,19.65978,B cells
1.57911,18.57714,B cells
1.74754,20.72044,B cells
0.84182,17.47454,B cells
0.20279,18.41541,B cells
0.08062,19.98706,B cells
2.55574,20.41379,B cells
0.60947,18.33931,B cells
3.21035,19.96253,B cells
1.88639,18.60252,B cells
2.68165,21.30691,B cells
2.94592,19.09276,B cells
0.24746,18.94629,B cells
1.86272,20.0501,B cells
2.04317,18.36813,B cells
2.15201,21.26931,B cells
2.52224,19.43624,B cells
2.96153,21.31659,B cells
1.75168,19.14365,B cells
1.40497,20.82224,B cells
3.30318,18.7855,B cells
2.94024,19.0588,B cells
2.77265,19.45963,B cells
1.04624,19.25323,B cells
3.16289,19.81123,B cells
1.34388,18.23602,B cells
-0.77996,17.80671,B cells
2.59418,19.9298,B cells
3.22806,19.96153,B cells
2.50409,20.95922,B cells
-0.9573,17.72736,B cells
1.08389,18.0716,B cells
1.78366,18.00712,B cells
0.04685,18.97693,B cells
0.8914,18.62779,B cells
0.54043,18.45621,B cells
-0.5244,17.93994,B cells
2.89653,18.73242,B cells
0.65944,18.32649,B cells
2.31729,18.28859,B cells
1.20614,18.72985,B cells
3.21289,19.20022,B cells
3.45957,19.02792,B cells
0.91308,19.24097,B cells
0.95325,20.33051,B cells
1.96047,18.61695,B cells
1.52743,18.34254,B cells
1.08421,19.25447,B cells
0.91537,18.89317,B cells
2.8738,19.82198,B cells
-1.36255,18.15173,B cells
1.89092,19.23366,B cells
1.98755,21.24626,B cells
2.38209,19.72164,B cells
0.73059,18.18524,B cells
-0.12696,18.61187,B cells
3.0631,19.85545,B cells
5.56959,3.89231,B cells
3.40875,19.69121,B cells
3.1342,21.03522,B cells
-0.42921,17.05427,B cells
1.79097,21.39019,B cells
2.39343,18.26141,B cells
2.46591,19.00565,B cells
2.3113,19.73442,B cells
3.3077,19.15408,B cells
3.00978,18.93086,B cells
-0.04592,18.15825,B cells
2.94728,19.69338,B cells
1.64814,20.88975,B cells
0.0503,18.90189,B cells
1.30843,18.35035,B cells
1.90734,19.03282,B cells
0.31402,18.91553,B cells
1.83469,18.71178,B cells
2.07942,18.89046,B cells
1.92936,18.10525,B cells
3.14034,19.20717,B cells
1.11313,18.83606,B cells
3.71453,19.6979,B cells
0.25835,18.35614,B cells
3.10078,19.65412,B cells
3.00328,21.4125,B cells
3.36455,18.72572,B cells
0.43893,20.69256,B cells
1.14889,21.14882,B cells
4.03241,19.75215,B cells
0.71018,21.01496,B cells
1.55004,21.13599,B cells
0.56021,21.21112,B cells
1.16432,21.16371,B cells
0.54151,20.85164,B cells
1.27102,21.12547,B cells
0.67343,21.00066,B cells
1.46242,21.19118,B cells
0.9812,20.90621,B cells
0.78419,21.20732,B cells
0.56731,21.00863,B cells
0.47731,20.7441,B cells
0.91209,21.18979,B cells
1.94602,21.15258,B cells
0.7458,21.10552,B cells
0.34503,19.62961,B cells
-0.53549,19.98989,B cells
1.79658,21.0628,B cells
1.86191,20.86226,B cells
1.41082,21.12917,B cells
0.54757,21.14858,B cells
0.50104,21.11057,B cells
2.32475,20.8588,B cells
1.06459,21.10138,B cells
0.60201,21.30507,B cells
0.56562,21.08771,B cells
2.12427,20.71645,B cells
2.45607,20.02258,B cells
1.92476,20.59174,B cells
2.54863,20.43428,B cells
0.21608,19.57577,B cells
1.58719,20.93754,B cells
1.95492,21.10472,B cells
0.86817,21.02992,B cells
0.76702,21.01859,B cells
1.79927,20.72354,B cells
3.47675,20.57598,B cells
0.94346,21.23707,B cells
1.66972,21.13401,B cells
-0.96571,17.8126,B cells
1.44859,20.3355,B cells
0.94784,21.04897,B cells
2.7973,19.22707,B cells
0.62516,21.15379,B cells
2.82943,20.02713,B cells
2.63266,19.3134,B cells
2.00184,19.28376,B cells
1.71641,19.40447,B cells
1.47187,19.51393,B cells
1.41726,19.41592,B cells
-0.13708,18.90442,B cells
3.59195,19.23954,B cells
2.17107,19.14731,B cells
1.34556,19.61353,B cells
1.66202,19.16982,B cells
1.80628,19.40657,B cells
2.31136,19.01759,B cells
1.32397,19.5567,B cells
3.48897,19.67589,B cells
1.09346,19.95024,B cells
1.29659,19.2183,B cells
1.30763,19.37444,B cells
0.8159,19.50659,B cells
1.18151,18.69627,B cells
1.26639,19.72185,B cells
3.56401,20.14506,B cells
0.68333,19.18406,B cells
3.21297,20.03154,B cells
2.45332,19.1945,B cells
3.40443,20.34868,B cells
2.38036,20.56391,B cells
1.48622,19.03246,B cells
3.44445,19.78843,B cells
1.84022,19.946,B cells
3.42739,19.12609,B cells
0.43119,20.0871,B cells
1.52228,19.73947,B cells
0.7696,19.07741,B cells
1.0257,19.53925,B cells
1.71856,19.18923,B cells
0.60957,19.19755,B cells
3.63142,19.62251,B cells
3.33952,19.30846,B cells
0.33477,20.31021,B cells
3.54365,19.31648,B cells
1.82321,20.78963,B cells
0.06032,19.02697,B cells
2.971,20.42342,B cells
3.12635,20.5044,B cells
1.34835,18.85494,B cells
1.83051,19.57076,B cells
2.40297,19.74793,B cells
2.937,20.16786,B cells
2.25229,19.47078,B cells
2.25946,19.94794,B cells
2.88149,19.88119,B cells
0.26237,18.97466,B cells
3.36663,20.24644,B cells
1.37954,19.29765,B cells
-0.17945,18.90256,B cells
2.1404,19.19757,B cells
1.00569,19.45277,B cells
2.89532,19.56767,B cells
2.13162,20.19626,B cells
1.89675,21.24827,B cells
2.58333,19.60675,B cells
2.94582,19.94357,B cells
1.28118,19.60473,B cells
-0.42495,18.75162,B cells
3.75938,19.39038,B cells
3.36936,19.45983,B cells
1.06679,19.65947,B cells
0.78421,21.18801,B cells
3.35817,20.01634,B cells
1.77244,19.23477,B cells
0.4781,19.01742,B cells
3.61075,19.12014,B cells
2.01543,19.63784,B cells
-0.16995,19.43917,B cells
2.58148,20.57905,B cells
0.84896,19.10183,B cells
2.59856,20.23656,B cells
1.73264,19.89934,B cells
0.47406,19.0635,B cells
1.8813,20.20274,B cells
3.17143,20.24027,B cells
2.50278,19.16817,B cells
0.72924,18.63387,B cells
2.74341,19.79519,B cells
1.40615,19.63031,B cells
-0.99515,18.21915,B cells
2.84578,19.40813,B cells
0.82794,19.31981,B cells
1.55041,19.42113,B cells
1.12639,19.47754,B cells
2.88509,20.09641,B cells
0.89327,19.33862,B cells
-0.87503,18.54361,B cells
0.97206,21.17538,B cells
1.37858,19.92617,B cells
1.71989,20.56558,B cells
2.09496,19.99037,B cells
1.592,19.02789,B cells
-0.04947,19.0917,B cells
3.17622,19.8645,B cells
2.22462,19.74353,B cells
2.5256,20.37337,B cells
2.66044,19.47829,B cells
2.62961,19.2904,B cells
1.74016,19.07262,B cells
1.54362,19.20419,B cells
2.96148,19.75377,B cells
1.63456,19.28333,B cells
1.93798,20.07634,B cells
1.2099,19.61447,B cells
2.69008,20.25666,B cells
1.86572,20.60548,B cells
1.99992,21.42748,B cells
-1.21408,18.24993,B cells
-0.43707,18.94757,B cells
1.01705,19.42524,B cells
2.80975,18.90407,B cells
3.74364,19.73241,B cells
3.12813,20.2237,B cells
1.09481,19.23486,B cells
2.4271,19.86075,B cells
1.15142,18.98026,B cells
3.9608,20.24767,B cells
3.45063,20.5825,B cells
0.9342,19.31731,B cells
3.21416,19.22466,B cells
1.34529,18.42805,B cells
1.0754,18.25975,B cells
3.54432,20.25867,B cells
1.77172,21.60052,B cells
1.44157,19.89963,B cells
1.69245,19.46558,B cells
2.18839,20.83929,B cells
3.06357,19.11783,B cells
1.06843,18.9109,B cells
-0.20423,18.7843,B cells
0.56562,20.66459,B cells
2.82925,18.92139,B cells
1.1834,18.83024,B cells
2.6192,19.12149,B cells
1.9599,20.38915,B cells
-0.72628,18.69457,B cells
2.38683,21.10847,B cells
1.0937,19.05889,B cells
3.73415,19.86443,B cells
0.79059,19.16401,B cells
3.40203,19.4506,B cells
1.98833,20.54139,B cells
2.86687,20.25847,B cells
2.29329,21.55756,B cells
1.27317,20.78231,B cells
1.75817,20.44373,B cells
-0.06207,19.11501,B cells
0.91526,19.84113,B cells
3.23078,19.74982,B cells
2.41176,19.4477,B cells
2.72578,20.27685,B cells
-0.20686,19.07778,B cells
-1.13234,18.19801,B cells
2.8402,20.25005,B cells
-0.1293,19.84416,B cells
0.83161,19.03577,B cells
2.12779,20.03182,B cells
2.42616,20.7733,B cells
1.43017,21.40315,B cells
3.66952,20.00155,B cells
1.33063,19.66508,B cells
0.16943,19.349,B cells
2.24522,20.6013,B cells
3.08159,19.69742,B cells
9.08809,12.0384,B cells
3.04873,19.41422,B cells
0.29564,18.78481,B cells
3.79797,20.15169,B cells
2.9779,19.90101,B cells
2.59347,19.68938,B cells
3.18046,19.14182,B cells
0.50292,19.41477,B cells
0.84157,19.12073,B cells
0.51492,18.70728,B cells
1.14554,19.52143,B cells
3.45232,20.85592,B cells
0.74323,18.74977,B cells
1.38175,19.53897,B cells
2.16212,19.32914,B cells
0.76701,19.2096,B cells
2.1611,20.29688,B cells
1.03766,20.97324,B cells
2.37111,19.23084,B cells
3.40086,19.94691,B cells
3.09119,18.88485,B cells
2.67476,19.67573,B cells
1.50055,19.19593,B cells
1.67971,20.23514,B cells
3.01917,19.44432,B cells
0.84806,19.27966,B cells
0.35973,19.01303,B cells
1.65226,19.23042,B cells
-1.07227,18.50938,B cells
1.26012,19.81342,B cells
3.16192,19.22811,B cells
1.28421,19.37525,B cells
1.29876,20.01702,B cells
3.20296,19.663,B cells
2.02076,19.62094,B cells
2.27933,20.17632,B cells
1.13087,19.51655,B cells
1.01731,19.19102,B cells
2.5083,19.70063,B cells
2.67697,19.59326,B cells
-0.00969,18.75229,B cells
2.86218,20.09972,B cells
0.48388,18.49066,B cells
3.47959,19.29822,B cells
1.91918,19.61381,B cells
1.32693,19.2093,B cells
1.94141,18.9334,B cells
1.38863,18.90203,B cells
1.68289,19.2754,B cells
1.4289,18.66228,B cells
3.02337,20.94475,B cells
0.77086,19.49332,B cells
0.03075,19.0232,B cells
1.28472,19.15853,B cells
-0.28362,18.96065,B cells
3.91439,19.42292,B cells
3.3505,19.86028,B cells
1.2962,20.26576,B cells
0.74313,19.92921,B cells
3.81656,20.3539,B cells
2.21618,20.04162,B cells
0.96512,19.94131,B cells
1.02183,19.40588,B cells
3.05508,19.71297,B cells
2.12396,20.75904,B cells
2.40743,19.37345,B cells
1.00801,19.7215,B cells
0.37397,19.3552,B cells
3.57789,19.66876,B cells
1.81775,18.92463,B cells
1.73872,18.69485,B cells
0.9676,19.97697,B cells
1.03273,19.42187,B cells
1.18174,19.57194,B cells
3.20225,20.02099,B cells
2.32359,20.38668,B cells
1.67153,19.95836,B cells
1.32058,19.78205,B cells
0.98729,19.67231,B cells
0.18541,20.20009,B cells
2.26587,19.60485,B cells
2.0536,20.11327,B cells
1.05998,19.3,B cells
1.73751,21.35807,B cells
1.44039,19.83658,B cells
1.665,20.00692,B cells
1.21401,19.25202,B cells
-0.89679,18.33752,B cells
1.13816,21.37784,B cells
1.93822,20.17712,B cells
-0.05079,18.77693,B cells
2.10782,19.5868,B cells
2.84056,18.83605,B cells
2.06477,20.53732,B cells
0.6128,18.77344,B cells
2.52134,19.3899,B cells
1.39758,20.14125,B cells
1.82456,19.15171,B cells
0.78936,18.87675,B cells
0.47725,20.4998,B cells
0.88474,18.85409,B cells
1.84787,20.56386,B cells
1.78309,20.52938,B cells
0.71581,19.9276,B cells
3.13847,20.21044,B cells
-0.22184,19.57104,B cells
1.30194,21.32012,B cells
0.37112,19.26723,B cells
3.38508,19.33686,B cells
3.60958,19.60941,B cells
1.28601,19.56404,B cells
1.13871,21.16725,B cells
1.4584,18.66358,B cells
3.1624,19.04848,B cells
2.86958,19.81622,B cells
1.05906,19.37912,B cells
2.08497,18.62466,B cells
3.06065,21.12605,B cells
3.91256,19.35389,B cells
3.56052,19.79043,B cells
2.26765,20.20828,B cells
0.79418,18.16676,B cells
2.85672,19.6083,B cells
0.77795,19.11963,B cells
1.67613,18.83449,B cells
3.1508,21.04211,B cells
-0.01189,18.41498,B cells
1.0008,19.94603,B cells
-0.07087,19.21403,B cells
-0.39961,19.18246,B cells
2.07025,20.46899,B cells
-0.64834,18.58152,B cells
0.72536,18.88257,B cells
1.24647,18.84923,B cells
2.11819,18.49792,B cells
0.75544,18.69173,B cells
2.37993,18.72597,B cells
1.34003,21.19398,B cells
3.44615,21.18897,B cells
1.5751,20.54595,B cells
2.06463,21.1182,B cells
0.2509,18.56832,B cells
-0.77581,18.48592,B cells
0.59168,20.54094,B cells
1.81989,20.45591,B cells
2.57692,20.513,B cells
2.43995,20.06365,B cells
1.45331,19.91884,B cells
2.15105,18.73424,B cells
3.25594,19.63696,B cells
-0.20362,18.43943,B cells
0.22281,19.48427,B cells
3.23896,19.53545,B cells
2.67356,19.51989,B cells
1.23263,19.01103,B cells
0.4309,18.84258,B cells
2.07446,19.10524,B cells
2.29728,18.00456,B cells
3.79678,18.68193,B cells
0.66944,18.69835,B cells
2.27901,18.69385,B cells
1.80076,19.04396,B cells
0.81904,18.64383,B cells
2.34653,20.23603,B cells
0.87895,20.98499,B cells
3.42689,19.31094,B cells
2.90412,18.71079,B cells
-0.13755,18.53724,B cells
3.1587,20.47968,B cells
1.79077,21.05293,B cells
-0.27113,18.59176,B cells
0.67338,17.95157,B cells
2.07416,17.99999,B cells
2.07807,18.9677,B cells
2.05035,19.73644,B cells
2.19094,19.4842,B cells
3.92728,18.83541,B cells
-0.53957,18.19683,B cells
2.30035,18.83674,B cells
1.90123,18.83961,B cells
1.9732,19.43031,B cells
1.139,18.51393,B cells
2.8393,18.82616,B cells
1.70158,19.73713,B cells
3.40993,19.61832,B cells
0.81055,18.47043,B cells
0.98951,20.60782,B cells
1.57967,18.55298,B cells
1.59494,19.4861,B cells
2.15763,19.64636,B cells
2.46533,21.03911,B cells
3.03975,20.06605,B cells
-0.24103,18.74656,B cells
2.04364,19.01741,B cells
0.66285,18.55931,B cells
3.53316,19.03244,B cells
3.78483,20.32492,B cells
-0.87839,18.62489,B cells
3.01581,21.14666,B cells
4.07808,18.89137,B cells
1.34476,17.92637,B cells
3.74571,21.0696,B cells
2.05985,20.13812,B cells
1.24795,19.06658,B cells
2.82135,19.67873,B cells
-0.52551,19.00808,B cells
3.38032,21.08186,B cells
-0.71269,18.12582,B cells
1.09152,18.91176,B cells
3.8065,20.68836,B cells
8.265,11.72821,B cells
0.29848,19.03601,B cells
3.03444,19.13102,B cells
1.74036,20.00523,B cells
2.36216,19.39714,B cells
1.92719,19.51361,B cells
2.74049,21.00269,B cells
1.75005,18.76888,B cells
2.29329,19.14729,B cells
1.02851,19.51345,B cells
1.53588,19.6603,B cells
2.68104,20.06711,B cells
0.3136,19.42691,B cells
1.58074,17.70179,B cells
1.52026,21.39127,B cells
0.61029,18.14706,B cells
1.66242,18.42463,B cells
1.28768,20.28893,B cells
-0.36836,18.0666,B cells
-0.2645,18.98522,B cells
2.49937,19.19369,B cells
1.35215,18.4,B cells
3.3003,21.21373,B cells
1.04486,18.74849,B cells
0.89095,18.85827,B cells
0.05328,18.95581,B cells
-0.13606,19.31128,B cells
2.26654,19.09068,B cells
0.6281,18.95871,B cells
2.32604,21.43872,B cells
2.28562,18.02716,B cells
2.9239,21.05415,B cells
1.85277,19.22927,B cells
0.39277,19.19596,B cells
1.71208,18.6484,B cells
1.59386,18.6034,B cells
2.33221,18.59967,B cells
1.78651,19.9726,B cells
0.14022,19.34929,B cells
3.24812,19.17483,B cells
1.60116,19.31496,B cells
3.09429,18.63981,B cells
2.53304,20.05566,B cells
2.94399,18.36903,B cells
1.95515,18.61572,B cells
1.11386,18.77739,B cells
3.21077,18.77637,B cells
0.29812,19.10489,B cells
-0.23806,18.46341,B cells
1.3056,18.07682,B cells
3.75028,19.03508,B cells
2.8018,21.23457,B cells
0.59062,17.89826,B cells
0.42905,20.33782,B cells
2.71107,20.6237,B cells
3.41186,18.66429,B cells
0.31833,18.33336,B cells
0.67599,18.92831,B cells
2.23386,18.56638,B cells
1.2197,18.92715,B cells
0.13099,20.53967,B cells
4.25501,20.2562,B cells
1.59625,18.25359,B cells
1.70861,19.10612,B cells
1.15391,18.85182,B cells
2.83049,18.62734,B cells
3.59223,19.19724,B cells
1.90458,18.78522,B cells
1.17084,19.28496,B cells
-0.48475,18.47666,B cells
1.36824,19.03281,B cells
-0.62465,18.41035,B cells
1.27417,19.05762,B cells
2.10779,17.96789,B cells
2.55352,19.43904,B cells
2.12826,18.23222,B cells
1.62923,20.21902,B cells
0.09946,19.5693,B cells
0.11346,19.60125,B cells
2.37316,20.85068,B cells
2.72233,21.2956,B cells
3.09875,20.76847,B cells
-0.28769,18.60572,B cells
0.52308,18.58383,B cells
1.51676,19.27104,B cells
1.1234,18.98459,B cells
2.65509,20.38384,B cells
2.81003,19.82552,B cells
0.46199,18.25144,B cells
0.79699,19.08534,B cells
2.07634,21.1138,B cells
-0.17225,18.66401,B cells
0.54454,20.4535,B cells
1.61307,20.21975,B cells
-0.65398,17.84896,B cells
0.85075,20.82352,B cells
3.62979,19.83818,B cells
2.01883,19.83755,B cells
3.0643,20.2596,B cells
-0.94932,18.14731,B cells
2.56789,19.95821,B cells
2.33657,20.93255,B cells
-0.46264,18.10776,B cells
2.24292,19.99907,B cells
1.09857,20.39814,B cells
2.05929,19.10864,B cells
2.46186,19.92885,B cells
2.35936,19.0779,B cells
0.71701,19.63927,B cells
